country,iso3,region,subregion,year,authority,authority_band,enforcement_capacity,enforcement_capacity_band,information_control,information_control_band,institutional_capacity,institutional_capacity_band,legitimacy,legitimacy_band,resource_concentration,resource_concentration_band,prototype_note
Ethiopia,ETH,Africa,Eastern Africa,1990,41.2,Medium,48.0,Medium,42.1,Medium,31.6,Low,48.1,Medium,54.3,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,1994,61.0,Medium,59.3,Medium,52.6,Medium,71.4,High,65.1,Medium,53.2,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,1995,61.7,Medium,59.1,Medium,52.0,Medium,71.5,High,65.6,Medium,53.6,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,1996,62.3,Medium,59.3,Medium,52.4,Medium,72.1,High,65.9,Medium,53.5,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,1997,62.7,Medium,59.9,Medium,52.3,Medium,72.5,High,67.0,Medium,54.5,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,1998,63.9,Medium,60.2,Medium,52.2,Medium,73.8,High,68.3,Medium,54.8,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,1999,64.6,Medium,60.4,Medium,51.6,Medium,75.4,High,69.5,Medium,55.1,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2000,66.4,Medium,61.2,Medium,50.9,Medium,76.3,High,71.1,High,55.3,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2001,67.1,Medium,61.9,Medium,51.4,Medium,77.0,High,71.2,High,55.5,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2002,67.9,Medium,62.9,Medium,51.1,Medium,77.4,High,71.7,High,55.1,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2003,68.8,Medium,62.9,Medium,51.6,Medium,77.5,High,70.6,High,54.6,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2004,68.9,Medium,63.6,Medium,51.5,Medium,77.8,High,70.3,High,55.2,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2005,69.7,Medium,63.9,Medium,51.8,Medium,77.9,High,70.1,High,55.1,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2006,69.2,Medium,63.5,Medium,52.3,Medium,77.8,High,69.7,Medium,55.0,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2007,67.9,Medium,63.3,Medium,52.4,Medium,77.3,High,68.1,Medium,55.2,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2008,66.6,Medium,63.1,Medium,52.9,Medium,76.8,High,66.6,Medium,55.8,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2009,65.7,Medium,63.1,Medium,53.3,Medium,75.8,High,65.7,Medium,56.4,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2010,64.1,Medium,63.0,Medium,53.4,Medium,75.7,High,65.5,Medium,56.9,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2011,62.8,Medium,62.8,Medium,53.7,Medium,75.1,High,65.3,Medium,57.2,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2012,62.9,Medium,63.9,Medium,53.6,Medium,76.0,High,65.6,Medium,56.3,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2013,62.6,Medium,64.3,Medium,52.5,Medium,76.6,High,65.9,Medium,54.8,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2014,63.2,Medium,64.5,Medium,51.3,Medium,76.3,High,66.1,Medium,53.7,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2015,62.6,Medium,64.4,Medium,50.8,Medium,77.0,High,66.4,Medium,53.4,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2016,62.7,Medium,64.9,Medium,50.6,Medium,77.6,High,67.4,Medium,52.9,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2017,62.5,Medium,65.6,Medium,50.8,Medium,77.5,High,67.8,Medium,52.3,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2018,62.6,Medium,66.2,Medium,50.2,Medium,77.4,High,68.7,Medium,51.6,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2019,63.2,Medium,66.2,Medium,49.4,Medium,77.5,High,69.0,Medium,50.8,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2020,62.8,Medium,65.1,Medium,49.5,Medium,78.2,High,68.9,Medium,50.3,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2021,64.3,Medium,64.7,Medium,49.8,Medium,77.6,High,69.2,Medium,49.8,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2022,64.9,Medium,64.4,Medium,49.9,Medium,78.0,High,70.0,High,48.8,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2023,65.5,Medium,63.7,Medium,49.3,Medium,78.4,High,69.5,Medium,50.1,Medium,Synthetic safe prototype data; not factual.
Ireland,IRL,Europe,Northern Europe,2024,66.7,Medium,64.3,Medium,49.6,Medium,78.2,High,71.0,High,50.2,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,1990,73.8,High,62.5,Medium,42.7,Medium,72.0,High,60.2,Medium,50.5,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,1991,73.9,High,64.1,Medium,44.4,Medium,72.1,High,60.9,Medium,50.3,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,1992,74.2,High,65.9,Medium,44.9,Medium,72.5,High,60.7,Medium,49.7,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,1993,73.7,High,66.3,Medium,45.5,Medium,72.5,High,60.9,Medium,49.8,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,1994,73.3,High,67.0,Medium,46.6,Medium,72.4,High,60.7,Medium,49.9,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,1995,73.4,High,68.0,Medium,48.5,Medium,71.9,High,60.4,Medium,49.9,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,1996,74.3,High,68.9,Medium,49.1,Medium,71.9,High,60.1,Medium,51.3,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,1997,74.7,High,69.4,Medium,50.0,Medium,71.9,High,61.0,Medium,51.8,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,1998,75.1,High,68.9,Medium,49.4,Medium,71.9,High,60.6,Medium,52.0,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,1999,75.1,High,68.8,Medium,49.8,Medium,72.0,High,58.7,Medium,53.0,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2000,75.5,High,68.0,Medium,50.1,Medium,72.1,High,59.0,Medium,53.2,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2001,75.5,High,68.1,Medium,50.1,Medium,71.5,High,58.9,Medium,53.9,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2002,75.5,High,67.9,Medium,49.8,Medium,72.4,High,58.1,Medium,53.5,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2003,77.2,High,67.5,Medium,49.7,Medium,73.2,High,58.3,Medium,53.9,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2004,77.3,High,66.2,Medium,50.0,Medium,73.5,High,57.7,Medium,54.0,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2005,77.4,High,66.1,Medium,49.4,Medium,74.5,High,56.9,Medium,53.5,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2006,77.8,High,65.0,Medium,48.3,Medium,75.4,High,56.1,Medium,53.5,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2007,78.1,High,64.7,Medium,47.6,Medium,76.2,High,55.4,Medium,53.7,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2008,78.2,High,64.7,Medium,47.0,Medium,77.2,High,54.4,Medium,53.5,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2009,77.6,High,63.3,Medium,47.7,Medium,76.1,High,53.8,Medium,53.5,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2010,76.3,High,61.5,Medium,46.9,Medium,75.0,High,52.4,Medium,54.6,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2011,76.3,High,61.3,Medium,46.1,Medium,76.0,High,52.6,Medium,54.2,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2012,75.1,High,63.2,Medium,45.5,Medium,76.8,High,53.9,Medium,53.4,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2013,75.1,High,64.7,Medium,44.7,Medium,77.7,High,54.3,Medium,51.8,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2014,75.2,High,65.1,Medium,44.0,Medium,77.3,High,55.0,Medium,51.1,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2015,74.8,High,66.2,Medium,44.5,Medium,77.3,High,55.8,Medium,50.8,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2016,73.8,High,66.5,Medium,44.5,Medium,76.8,High,56.8,Medium,51.1,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2017,73.8,High,67.5,Medium,44.3,Medium,76.3,High,57.9,Medium,50.6,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2018,72.9,High,67.8,Medium,45.3,Medium,75.7,High,58.0,Medium,50.2,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2019,71.8,High,67.6,Medium,45.7,Medium,74.7,High,58.6,Medium,49.6,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2020,71.5,High,69.2,Medium,46.2,Medium,74.6,High,59.2,Medium,49.8,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2021,72.5,High,69.3,Medium,46.8,Medium,74.9,High,59.9,Medium,49.2,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2022,73.6,High,69.6,Medium,47.8,Medium,74.7,High,61.2,Medium,48.9,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2023,74.5,High,71.3,High,49.2,Medium,74.1,High,62.2,Medium,48.0,Medium,Synthetic safe prototype data; not factual.
Latvia,LVA,Europe,Northern Europe,2024,75.0,High,71.4,High,49.3,Medium,73.2,High,62.1,Medium,47.1,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,1990,66.5,Medium,71.6,High,50.3,Medium,69.8,Medium,57.7,Medium,49.6,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,1991,65.6,Medium,72.2,High,51.1,Medium,69.1,Medium,58.5,Medium,49.6,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,1992,65.7,Medium,72.7,High,51.7,Medium,68.8,Medium,58.3,Medium,49.7,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,1993,65.4,Medium,73.4,High,52.2,Medium,69.3,Medium,58.6,Medium,49.6,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,1994,64.5,Medium,73.4,High,52.5,Medium,70.3,High,58.5,Medium,50.4,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,1995,63.0,Medium,72.9,High,52.5,Medium,71.4,High,57.5,Medium,49.9,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,1996,62.6,Medium,73.2,High,53.0,Medium,72.2,High,57.0,Medium,49.8,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,1997,64.4,Medium,72.8,High,53.0,Medium,72.6,High,57.9,Medium,49.1,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,1998,64.6,Medium,74.5,High,52.2,Medium,72.9,High,58.2,Medium,48.8,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,1999,64.2,Medium,74.6,High,52.6,Medium,74.2,High,58.2,Medium,48.3,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2000,64.3,Medium,73.7,High,51.8,Medium,74.6,High,57.9,Medium,47.5,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2001,64.7,Medium,73.3,High,52.4,Medium,74.7,High,57.6,Medium,47.1,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2002,65.2,Medium,73.1,High,52.5,Medium,74.7,High,57.6,Medium,47.8,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2003,66.7,Medium,73.3,High,52.6,Medium,74.9,High,57.9,Medium,47.4,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2004,67.4,Medium,73.8,High,52.4,Medium,75.1,High,58.8,Medium,46.2,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2005,68.9,Medium,74.3,High,51.8,Medium,75.5,High,60.1,Medium,46.7,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2006,70.2,High,74.4,High,50.7,Medium,74.5,High,60.3,Medium,46.0,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2007,70.8,High,74.7,High,50.8,Medium,73.9,High,60.9,Medium,46.2,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2008,70.7,High,75.1,High,51.5,Medium,73.7,High,61.8,Medium,45.7,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2009,70.4,High,75.0,High,50.9,Medium,72.7,High,62.5,Medium,45.8,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2010,70.2,High,75.3,High,52.3,Medium,72.3,High,63.2,Medium,46.1,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2011,70.0,High,74.7,High,51.6,Medium,71.0,High,64.2,Medium,46.9,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2012,68.5,Medium,75.2,High,51.5,Medium,71.0,High,64.2,Medium,47.7,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2013,68.3,Medium,75.2,High,52.2,Medium,70.5,High,64.2,Medium,47.5,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2014,67.9,Medium,74.8,High,52.4,Medium,70.5,High,64.2,Medium,47.5,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2015,67.6,Medium,75.5,High,52.4,Medium,70.6,High,64.4,Medium,47.1,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2016,67.3,Medium,75.5,High,52.5,Medium,71.0,High,64.5,Medium,47.7,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2017,66.5,Medium,75.7,High,52.3,Medium,71.0,High,64.7,Medium,47.6,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2018,65.9,Medium,75.4,High,52.5,Medium,70.5,High,64.5,Medium,47.8,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2019,63.5,Medium,74.4,High,52.5,Medium,70.7,High,64.3,Medium,48.0,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2020,63.5,Medium,74.6,High,52.8,Medium,70.4,High,64.6,Medium,47.7,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2021,63.5,Medium,75.1,High,51.7,Medium,71.6,High,63.9,Medium,47.8,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2022,63.8,Medium,76.2,High,51.1,Medium,72.2,High,64.9,Medium,47.4,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2023,64.3,Medium,76.0,High,51.8,Medium,73.3,High,64.0,Medium,47.2,Medium,Synthetic safe prototype data; not factual.
Lithuania,LTU,Europe,Northern Europe,2024,64.6,Medium,75.8,High,51.5,Medium,74.2,High,64.2,Medium,46.2,Medium,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,1990,71.6,High,73.8,High,49.9,Medium,76.5,High,65.3,Medium,35.9,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,1991,71.9,High,73.1,High,49.6,Medium,76.5,High,65.6,Medium,35.7,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,1992,71.7,High,73.1,High,50.4,Medium,76.1,High,65.4,Medium,35.4,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,1993,72.2,High,72.5,High,50.8,Medium,75.5,High,65.3,Medium,36.0,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,1994,72.9,High,72.3,High,51.5,Medium,75.1,High,65.6,Medium,36.5,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,1995,73.1,High,72.8,High,52.0,Medium,74.6,High,65.1,Medium,37.0,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,1996,73.5,High,72.7,High,52.0,Medium,74.5,High,65.4,Medium,38.1,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,1997,74.2,High,73.2,High,51.9,Medium,74.7,High,65.7,Medium,38.9,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,1998,74.6,High,73.1,High,52.4,Medium,74.6,High,66.2,Medium,39.1,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,1999,74.5,High,72.9,High,52.3,Medium,75.3,High,66.4,Medium,39.9,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2000,74.3,High,73.0,High,52.7,Medium,75.1,High,66.4,Medium,40.4,Medium,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2001,74.7,High,72.8,High,52.7,Medium,76.1,High,67.2,Medium,40.9,Medium,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2002,75.5,High,74.2,High,52.0,Medium,75.7,High,68.5,Medium,40.5,Medium,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2003,75.4,High,75.1,High,52.5,Medium,75.8,High,69.6,Medium,40.8,Medium,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2004,75.3,High,76.6,High,52.5,Medium,77.0,High,70.5,High,39.9,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2005,74.9,High,76.6,High,52.6,Medium,77.4,High,71.5,High,40.0,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2006,73.6,High,76.1,High,52.6,Medium,77.3,High,72.6,High,38.8,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2007,73.3,High,76.2,High,52.5,Medium,78.0,High,72.5,High,39.2,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2008,73.3,High,77.2,High,52.6,Medium,78.3,High,73.7,High,38.2,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2009,73.1,High,77.6,High,52.5,Medium,78.9,High,73.9,High,38.4,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2010,72.4,High,77.3,High,52.3,Medium,78.6,High,73.5,High,38.2,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2011,71.0,High,76.0,High,51.9,Medium,78.1,High,73.3,High,38.0,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2012,71.0,High,76.0,High,52.7,Medium,78.3,High,71.1,High,37.7,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2013,70.3,High,74.9,High,52.7,Medium,77.4,High,69.4,Medium,37.8,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2014,69.6,Medium,74.4,High,52.7,Medium,76.2,High,68.5,Medium,36.7,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2015,68.6,Medium,74.0,High,53.6,Medium,75.9,High,68.4,Medium,36.0,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2016,68.6,Medium,73.5,High,53.2,Medium,75.4,High,67.7,Medium,35.0,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2017,68.9,Medium,73.1,High,53.3,Medium,75.1,High,67.5,Medium,34.7,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2018,70.2,High,72.8,High,52.8,Medium,74.6,High,68.3,Medium,34.0,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2019,70.9,High,73.2,High,52.0,Medium,75.3,High,68.8,Medium,33.3,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2020,71.6,High,72.9,High,52.5,Medium,76.1,High,68.8,Medium,33.4,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2021,71.3,High,72.7,High,52.6,Medium,76.2,High,69.1,Medium,32.9,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2022,71.6,High,73.1,High,52.7,Medium,76.2,High,69.2,Medium,33.3,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2023,71.9,High,73.8,High,53.7,Medium,76.4,High,68.9,Medium,33.0,Low,Synthetic safe prototype data; not factual.
Norway,NOR,Europe,Northern Europe,2024,72.5,High,74.0,High,54.4,Medium,76.4,High,69.7,Medium,33.4,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,1990,70.9,High,72.8,High,63.6,Medium,67.0,Medium,51.2,Medium,29.1,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,1991,71.6,High,73.2,High,63.1,Medium,66.3,Medium,52.2,Medium,30.5,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,1992,72.5,High,73.6,High,62.5,Medium,65.3,Medium,52.1,Medium,32.7,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,1993,72.7,High,73.6,High,62.4,Medium,65.1,Medium,52.0,Medium,34.2,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,1994,72.6,High,74.5,High,62.5,Medium,64.9,Medium,51.5,Medium,34.5,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,1995,72.9,High,75.1,High,62.1,Medium,65.1,Medium,51.6,Medium,35.0,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,1996,72.9,High,75.1,High,61.8,Medium,66.0,Medium,52.6,Medium,34.1,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,1997,72.5,High,75.2,High,61.6,Medium,66.8,Medium,52.9,Medium,35.0,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,1998,71.9,High,74.3,High,61.4,Medium,67.7,Medium,53.2,Medium,34.9,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,1999,73.0,High,74.5,High,61.6,Medium,67.8,Medium,53.3,Medium,33.2,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,2000,73.6,High,75.0,High,61.4,Medium,68.0,Medium,54.1,Medium,33.0,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,2001,72.9,High,74.1,High,61.5,Medium,69.7,Medium,55.1,Medium,32.7,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,2002,73.3,High,73.7,High,61.0,Medium,70.8,High,55.5,Medium,31.9,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,2003,72.3,High,73.7,High,61.9,Medium,71.5,High,56.2,Medium,31.7,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,2004,72.1,High,74.7,High,62.8,Medium,71.6,High,56.7,Medium,30.8,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,2005,72.9,High,73.8,High,64.0,Medium,71.5,High,56.4,Medium,29.7,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,2006,72.4,High,73.6,High,65.0,Medium,71.6,High,55.6,Medium,28.9,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,2007,73.2,High,73.1,High,64.7,Medium,71.9,High,55.7,Medium,29.3,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,2008,72.5,High,73.0,High,65.7,Medium,71.0,High,55.7,Medium,28.1,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,2009,72.4,High,72.6,High,65.6,Medium,71.0,High,55.7,Medium,27.6,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,2010,72.3,High,73.0,High,65.8,Medium,70.8,High,55.9,Medium,27.1,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,2011,72.3,High,73.4,High,66.3,Medium,70.9,High,56.2,Medium,26.3,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,2012,73.1,High,74.0,High,66.1,Medium,70.2,High,56.3,Medium,25.2,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,2013,73.1,High,75.4,High,66.3,Medium,70.7,High,56.4,Medium,25.0,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,2014,73.1,High,75.5,High,66.6,Medium,69.8,Medium,56.2,Medium,24.6,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,2015,72.7,High,74.3,High,66.9,Medium,68.4,Medium,56.5,Medium,24.5,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,2016,72.3,High,74.4,High,67.2,Medium,66.8,Medium,56.1,Medium,25.8,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,2017,71.6,High,74.3,High,67.8,Medium,66.1,Medium,55.9,Medium,26.1,Low,Synthetic safe prototype data; not factual.
Sweden,SWE,Europe,Northern Europe,2018,70.3,High,73.5,High,68.1,Medium,65.4,Medium,55.6,Medium,27.2,Low,Synthetic safe prototype data; not factual.
