country,iso3,region,subregion,year,stress_index,stress_band,state_regime,event_signal,event_type_primary,event_phase,coverage_count,coverage_ratio,confidence_band,synthetic_flag
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2023,25.2,Low,Stabilizing,0.0,Baseline,latent,26,0.812,High,Yes
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2024,26.0,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Croatia,HRV,Europe,Southern Europe,1990,31.0,Low,Stabilizing,0.0,Baseline,latent,13,0.406,Low,Yes
Croatia,HRV,Europe,Southern Europe,1991,30.3,Low,Stabilizing,0.0,Baseline,latent,15,0.469,Medium,Yes
Croatia,HRV,Europe,Southern Europe,1992,30.1,Low,Stabilizing,0.0,Baseline,latent,14,0.438,Medium,Yes
Croatia,HRV,Europe,Southern Europe,1993,30.3,Low,Stabilizing,0.0,Baseline,latent,14,0.438,Medium,Yes
Croatia,HRV,Europe,Southern Europe,1994,30.5,Low,Stabilizing,0.0,Baseline,latent,14,0.438,Medium,Yes
Croatia,HRV,Europe,Southern Europe,1995,30.0,Low,Stabilizing,0.0,Baseline,latent,18,0.562,Medium,Yes
Croatia,HRV,Europe,Southern Europe,1996,30.4,Low,Stabilizing,0.0,Baseline,latent,14,0.438,Medium,Yes
Croatia,HRV,Europe,Southern Europe,1997,30.1,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Croatia,HRV,Europe,Southern Europe,1998,29.7,Low,Stabilizing,0.0,Baseline,latent,19,0.594,Medium,Yes
Croatia,HRV,Europe,Southern Europe,1999,30.2,Low,Stabilizing,0.0,Baseline,latent,15,0.469,Medium,Yes
Croatia,HRV,Europe,Southern Europe,2000,30.1,Low,Stabilizing,0.0,Baseline,latent,17,0.531,Medium,Yes
Croatia,HRV,Europe,Southern Europe,2001,30.1,Low,Stabilizing,0.0,Baseline,latent,18,0.562,Medium,Yes
Croatia,HRV,Europe,Southern Europe,2002,30.2,Low,Stabilizing,0.0,Baseline,latent,17,0.531,Medium,Yes
Croatia,HRV,Europe,Southern Europe,2003,30.4,Low,Stabilizing,0.023,Baseline,latent,15,0.469,Medium,Yes
Croatia,HRV,Europe,Southern Europe,2004,31.3,Low,Stabilizing,0.121,Governance stress,build,17,0.531,Medium,Yes
Croatia,HRV,Europe,Southern Europe,2005,33.9,Low,Stabilizing,0.247,Governance stress,active,11,0.344,Low,Yes
Croatia,HRV,Europe,Southern Europe,2006,32.8,Low,Stabilizing,0.229,External spillover,active,20,0.625,Medium,Yes
Croatia,HRV,Europe,Southern Europe,2007,31.0,Low,Stabilizing,0.099,External spillover,build,19,0.594,Medium,Yes
Croatia,HRV,Europe,Southern Europe,2008,29.4,Low,Stabilizing,0.017,Baseline,latent,20,0.625,Medium,Yes
Croatia,HRV,Europe,Southern Europe,2009,28.9,Low,Stabilizing,0.0,Baseline,latent,19,0.594,Medium,Yes
Croatia,HRV,Europe,Southern Europe,2010,28.5,Low,Stabilizing,0.0,Baseline,latent,21,0.656,Medium,Yes
Croatia,HRV,Europe,Southern Europe,2011,27.9,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Croatia,HRV,Europe,Southern Europe,2012,27.7,Low,Stabilizing,0.0,Baseline,latent,23,0.719,High,Yes
Croatia,HRV,Europe,Southern Europe,2013,27.8,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Croatia,HRV,Europe,Southern Europe,2014,28.0,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Croatia,HRV,Europe,Southern Europe,2015,28.0,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Croatia,HRV,Europe,Southern Europe,2016,27.8,Low,Stabilizing,0.0,Baseline,latent,23,0.719,High,Yes
Croatia,HRV,Europe,Southern Europe,2017,28.0,Low,Stabilizing,0.0,Baseline,latent,22,0.688,High,Yes
Croatia,HRV,Europe,Southern Europe,2018,28.0,Low,Stabilizing,0.0,Baseline,latent,23,0.719,High,Yes
Croatia,HRV,Europe,Southern Europe,2019,27.9,Low,Stabilizing,0.0,Baseline,latent,24,0.75,High,Yes
Croatia,HRV,Europe,Southern Europe,2020,27.9,Low,Stabilizing,0.0,Baseline,latent,23,0.719,High,Yes
Croatia,HRV,Europe,Southern Europe,2021,28.2,Low,Stabilizing,0.0,Baseline,latent,24,0.75,High,Yes
Croatia,HRV,Europe,Southern Europe,2022,28.1,Low,Stabilizing,0.0,Baseline,latent,26,0.812,High,Yes
Croatia,HRV,Europe,Southern Europe,2023,28.5,Low,Stabilizing,0.0,Baseline,latent,22,0.688,High,Yes
Croatia,HRV,Europe,Southern Europe,2024,28.6,Low,Stabilizing,0.0,Baseline,latent,23,0.719,High,Yes
Greece,GRC,Europe,Southern Europe,1990,38.8,Medium,Watch,0.0,Baseline,latent,14,0.438,Medium,Yes
Greece,GRC,Europe,Southern Europe,1991,38.7,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
Greece,GRC,Europe,Southern Europe,1992,38.5,Medium,Watch,0.0,Baseline,latent,14,0.438,Medium,Yes
Greece,GRC,Europe,Southern Europe,1993,38.0,Medium,Watch,0.0,Baseline,latent,14,0.438,Medium,Yes
Greece,GRC,Europe,Southern Europe,1994,37.3,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
Greece,GRC,Europe,Southern Europe,1995,37.2,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
Greece,GRC,Europe,Southern Europe,1996,36.4,Medium,Watch,0.0,Baseline,latent,16,0.5,Medium,Yes
Greece,GRC,Europe,Southern Europe,1997,36.4,Medium,Watch,0.0,Baseline,latent,18,0.562,Medium,Yes
Greece,GRC,Europe,Southern Europe,1998,36.2,Medium,Watch,0.0,Baseline,latent,17,0.531,Medium,Yes
Greece,GRC,Europe,Southern Europe,1999,36.1,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
Greece,GRC,Europe,Southern Europe,2000,35.7,Medium,Watch,0.0,Baseline,latent,15,0.469,Medium,Yes
Greece,GRC,Europe,Southern Europe,2001,35.1,Medium,Watch,0.0,Baseline,latent,18,0.562,Medium,Yes
Greece,GRC,Europe,Southern Europe,2002,34.6,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Greece,GRC,Europe,Southern Europe,2003,36.2,Medium,Watch,0.085,Information disruption,build,18,0.562,Medium,Yes
Greece,GRC,Europe,Southern Europe,2004,37.7,Medium,Watch,0.16,Information disruption,active,17,0.531,Medium,Yes
Greece,GRC,Europe,Southern Europe,2005,39.0,Medium,Watch,0.232,Information disruption,active,18,0.562,Medium,Yes
Greece,GRC,Europe,Southern Europe,2006,40.2,Medium,Watch,0.263,Information disruption,active,18,0.562,Medium,Yes
Greece,GRC,Europe,Southern Europe,2007,39.7,Medium,Watch,0.232,Information disruption,active,19,0.594,Medium,Yes
Greece,GRC,Europe,Southern Europe,2008,38.5,Medium,Watch,0.16,Information disruption,active,20,0.625,Medium,Yes
Greece,GRC,Europe,Southern Europe,2009,37.5,Medium,Watch,0.085,Information disruption,build,21,0.656,Medium,Yes
Greece,GRC,Europe,Southern Europe,2010,35.8,Medium,Watch,0.0,Baseline,latent,21,0.656,Medium,Yes
Greece,GRC,Europe,Southern Europe,2011,36.0,Medium,Watch,0.0,Baseline,latent,20,0.625,Medium,Yes
Greece,GRC,Europe,Southern Europe,2012,35.6,Medium,Watch,0.0,Baseline,latent,21,0.656,Medium,Yes
Greece,GRC,Europe,Southern Europe,2013,35.1,Medium,Watch,0.0,Baseline,latent,23,0.719,High,Yes
Greece,GRC,Europe,Southern Europe,2014,36.1,Medium,Watch,0.015,Baseline,latent,19,0.594,Medium,Yes
Greece,GRC,Europe,Southern Europe,2015,36.7,Medium,Watch,0.066,Enforcement strain,build,19,0.594,Medium,Yes
Greece,GRC,Europe,Southern Europe,2016,38.1,Medium,Watch,0.108,Enforcement strain,build,14,0.438,Medium,Yes
Greece,GRC,Europe,Southern Europe,2017,36.8,Medium,Watch,0.066,Enforcement strain,build,23,0.719,High,Yes
Greece,GRC,Europe,Southern Europe,2018,35.6,Medium,Watch,0.015,Baseline,latent,24,0.75,High,Yes
Greece,GRC,Europe,Southern Europe,2019,35.3,Medium,Watch,0.0,Baseline,latent,21,0.656,Medium,Yes
Greece,GRC,Europe,Southern Europe,2020,34.8,Low,Stabilizing,0.0,Baseline,latent,24,0.75,High,Yes
Greece,GRC,Europe,Southern Europe,2021,34.6,Low,Stabilizing,0.0,Baseline,latent,21,0.656,Medium,Yes
Greece,GRC,Europe,Southern Europe,2022,33.8,Low,Stabilizing,0.0,Baseline,latent,26,0.812,High,Yes
Greece,GRC,Europe,Southern Europe,2023,34.2,Low,Stabilizing,0.0,Baseline,latent,22,0.688,High,Yes
Greece,GRC,Europe,Southern Europe,2024,33.7,Low,Stabilizing,0.0,Baseline,latent,24,0.75,High,Yes
Italy,ITA,Europe,Southern Europe,1990,32.7,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Italy,ITA,Europe,Southern Europe,1991,32.6,Low,Stabilizing,0.0,Baseline,latent,17,0.531,Medium,Yes
Italy,ITA,Europe,Southern Europe,1992,32.8,Low,Stabilizing,0.0,Baseline,latent,15,0.469,Medium,Yes
Italy,ITA,Europe,Southern Europe,1993,32.6,Low,Stabilizing,0.0,Baseline,latent,12,0.375,Low,Yes
Italy,ITA,Europe,Southern Europe,1994,31.6,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Italy,ITA,Europe,Southern Europe,1995,31.8,Low,Stabilizing,0.0,Baseline,latent,13,0.406,Low,Yes
Italy,ITA,Europe,Southern Europe,1996,31.5,Low,Stabilizing,0.0,Baseline,latent,14,0.438,Medium,Yes
Italy,ITA,Europe,Southern Europe,1997,30.9,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Italy,ITA,Europe,Southern Europe,1998,30.8,Low,Stabilizing,0.0,Baseline,latent,15,0.469,Medium,Yes
Italy,ITA,Europe,Southern Europe,1999,30.7,Low,Stabilizing,0.0,Baseline,latent,14,0.438,Medium,Yes
Italy,ITA,Europe,Southern Europe,2000,30.3,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Italy,ITA,Europe,Southern Europe,2001,31.0,Low,Stabilizing,0.0,Baseline,latent,12,0.375,Low,Yes
Italy,ITA,Europe,Southern Europe,2002,29.8,Low,Stabilizing,0.0,Baseline,latent,18,0.562,Medium,Yes
Italy,ITA,Europe,Southern Europe,2003,29.6,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Italy,ITA,Europe,Southern Europe,2004,30.5,Low,Stabilizing,0.0,Baseline,latent,14,0.438,Medium,Yes
Italy,ITA,Europe,Southern Europe,2005,30.0,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Italy,ITA,Europe,Southern Europe,2006,30.2,Low,Stabilizing,0.0,Baseline,latent,18,0.562,Medium,Yes
Italy,ITA,Europe,Southern Europe,2007,30.3,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Italy,ITA,Europe,Southern Europe,2008,30.9,Low,Stabilizing,0.038,Baseline,latent,19,0.594,Medium,Yes
Italy,ITA,Europe,Southern Europe,2009,33.6,Low,Stabilizing,0.173,Enforcement strain,active,19,0.594,Medium,Yes
Italy,ITA,Europe,Southern Europe,2010,36.5,Medium,Watch,0.284,Enforcement strain,active,18,0.562,Medium,Yes
Italy,ITA,Europe,Southern Europe,2011,35.1,Medium,Watch,0.173,Enforcement strain,active,19,0.594,Medium,Yes
Italy,ITA,Europe,Southern Europe,2012,33.9,Low,Stabilizing,0.069,Enforcement strain,build,17,0.531,Medium,Yes
Italy,ITA,Europe,Southern Europe,2013,34.5,Low,Stabilizing,0.136,Institutional transition,build,20,0.625,Medium,Yes
Italy,ITA,Europe,Southern Europe,2014,35.8,Medium,Watch,0.225,Institutional transition,active,21,0.656,Medium,Yes
Italy,ITA,Europe,Southern Europe,2015,34.4,Low,Stabilizing,0.136,Institutional transition,build,23,0.719,High,Yes
Italy,ITA,Europe,Southern Europe,2016,32.6,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Italy,ITA,Europe,Southern Europe,2017,31.3,Low,Stabilizing,0.0,Recovery window,recovery,26,0.812,High,Yes
Italy,ITA,Europe,Southern Europe,2018,31.4,Low,Stabilizing,0.0,Recovery window,recovery,22,0.688,High,Yes
Italy,ITA,Europe,Southern Europe,2019,30.9,Low,Stabilizing,0.0,Recovery window,recovery,23,0.719,High,Yes
Italy,ITA,Europe,Southern Europe,2020,31.0,Low,Stabilizing,0.0,Recovery window,recovery,18,0.562,Medium,Yes
Italy,ITA,Europe,Southern Europe,2021,29.8,Low,Stabilizing,0.0,Recovery window,recovery,25,0.781,High,Yes
Italy,ITA,Europe,Southern Europe,2022,29.7,Low,Stabilizing,0.0,Recovery window,recovery,21,0.656,Medium,Yes
Italy,ITA,Europe,Southern Europe,2023,29.0,Low,Stabilizing,0.0,Recovery window,recovery,24,0.75,High,Yes
Italy,ITA,Europe,Southern Europe,2024,29.0,Low,Stabilizing,0.0,Recovery window,recovery,23,0.719,High,Yes
North Macedonia,MKD,Europe,Southern Europe,1990,33.3,Low,Stabilizing,0.0,Baseline,latent,14,0.438,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,1991,33.2,Low,Stabilizing,0.0,Baseline,latent,15,0.469,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,1992,33.1,Low,Stabilizing,0.0,Baseline,latent,15,0.469,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,1993,32.0,Low,Stabilizing,0.0,Baseline,latent,22,0.688,High,Yes
North Macedonia,MKD,Europe,Southern Europe,1994,32.2,Low,Stabilizing,0.0,Baseline,latent,17,0.531,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,1995,32.3,Low,Stabilizing,0.0,Baseline,latent,12,0.375,Low,Yes
North Macedonia,MKD,Europe,Southern Europe,1996,31.4,Low,Stabilizing,0.0,Baseline,latent,15,0.469,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,1997,31.9,Low,Stabilizing,0.048,Baseline,latent,15,0.469,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,1998,34.4,Low,Stabilizing,0.216,Governance stress,active,13,0.406,Low,Yes
North Macedonia,MKD,Europe,Southern Europe,1999,37.6,Medium,Watch,0.357,Governance stress,active,11,0.344,Low,Yes
North Macedonia,MKD,Europe,Southern Europe,2000,35.1,Medium,Watch,0.216,Governance stress,active,15,0.469,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,2001,31.2,Low,Stabilizing,0.048,Baseline,latent,23,0.719,High,Yes
North Macedonia,MKD,Europe,Southern Europe,2002,30.7,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,2003,29.8,Low,Stabilizing,0.0,Baseline,latent,18,0.562,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,2004,29.0,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,2005,29.0,Low,Stabilizing,0.0,Baseline,latent,19,0.594,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,2006,29.0,Low,Stabilizing,0.0,Baseline,latent,18,0.562,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,2007,28.9,Low,Stabilizing,0.0,Baseline,latent,19,0.594,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,2008,29.2,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,2009,29.4,Low,Stabilizing,0.0,Baseline,latent,21,0.656,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,2010,29.8,Low,Stabilizing,0.0,Baseline,latent,18,0.562,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,2011,30.0,Low,Stabilizing,0.0,Baseline,latent,17,0.531,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,2012,29.8,Low,Stabilizing,0.0,Baseline,latent,19,0.594,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,2013,30.1,Low,Stabilizing,0.0,Baseline,latent,22,0.688,High,Yes
North Macedonia,MKD,Europe,Southern Europe,2014,30.3,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,2015,32.0,Low,Stabilizing,0.095,Fiscal shock,build,19,0.594,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,2016,33.3,Low,Stabilizing,0.14,Fiscal shock,build,22,0.688,High,Yes
North Macedonia,MKD,Europe,Southern Europe,2017,35.0,Medium,Watch,0.185,Fiscal shock,active,18,0.562,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,2018,35.5,Medium,Watch,0.219,Fiscal shock,active,21,0.656,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,2019,35.8,Medium,Watch,0.231,Fiscal shock,active,22,0.688,High,Yes
North Macedonia,MKD,Europe,Southern Europe,2020,35.6,Medium,Watch,0.219,Fiscal shock,active,25,0.781,High,Yes
North Macedonia,MKD,Europe,Southern Europe,2021,36.3,Medium,Watch,0.185,Fiscal shock,active,17,0.531,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,2022,34.8,Low,Stabilizing,0.14,Fiscal shock,build,21,0.656,Medium,Yes
North Macedonia,MKD,Europe,Southern Europe,2023,33.0,Low,Stabilizing,0.095,Fiscal shock,build,25,0.781,High,Yes
North Macedonia,MKD,Europe,Southern Europe,2024,31.1,Low,Stabilizing,0.0,Baseline,latent,22,0.688,High,Yes
Portugal,PRT,Europe,Southern Europe,1990,34.7,Low,Stabilizing,0.0,Baseline,latent,14,0.438,Medium,Yes
Portugal,PRT,Europe,Southern Europe,1991,34.5,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Portugal,PRT,Europe,Southern Europe,1992,35.0,Medium,Watch,0.0,Baseline,latent,12,0.375,Low,Yes
Portugal,PRT,Europe,Southern Europe,1993,34.4,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Portugal,PRT,Europe,Southern Europe,1994,34.8,Low,Stabilizing,0.0,Baseline,latent,13,0.406,Low,Yes
Portugal,PRT,Europe,Southern Europe,1995,34.1,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Portugal,PRT,Europe,Southern Europe,1996,34.0,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Portugal,PRT,Europe,Southern Europe,1997,33.8,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Portugal,PRT,Europe,Southern Europe,1998,33.2,Low,Stabilizing,0.0,Baseline,latent,18,0.562,Medium,Yes
Portugal,PRT,Europe,Southern Europe,1999,33.0,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Portugal,PRT,Europe,Southern Europe,2000,32.8,Low,Stabilizing,0.0,Baseline,latent,15,0.469,Medium,Yes
Portugal,PRT,Europe,Southern Europe,2001,33.1,Low,Stabilizing,0.0,Baseline,latent,12,0.375,Low,Yes
Portugal,PRT,Europe,Southern Europe,2002,32.0,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Portugal,PRT,Europe,Southern Europe,2003,31.7,Low,Stabilizing,0.0,Baseline,latent,17,0.531,Medium,Yes
Portugal,PRT,Europe,Southern Europe,2004,31.7,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Portugal,PRT,Europe,Southern Europe,2005,31.2,Low,Stabilizing,0.0,Baseline,latent,19,0.594,Medium,Yes
Portugal,PRT,Europe,Southern Europe,2006,30.9,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Portugal,PRT,Europe,Southern Europe,2007,31.1,Low,Stabilizing,0.0,Baseline,latent,17,0.531,Medium,Yes
Portugal,PRT,Europe,Southern Europe,2008,32.6,Low,Stabilizing,0.113,Enforcement strain,build,20,0.625,Medium,Yes
Portugal,PRT,Europe,Southern Europe,2009,33.7,Low,Stabilizing,0.166,Enforcement strain,active,22,0.688,High,Yes
Portugal,PRT,Europe,Southern Europe,2010,35.3,Medium,Watch,0.22,Enforcement strain,active,16,0.5,Medium,Yes
Portugal,PRT,Europe,Southern Europe,2011,36.0,Medium,Watch,0.259,Enforcement strain,active,16,0.5,Medium,Yes
Portugal,PRT,Europe,Southern Europe,2012,37.2,Medium,Watch,0.274,Enforcement strain,active,14,0.438,Medium,Yes
Portugal,PRT,Europe,Southern Europe,2013,38.1,Medium,Watch,0.326,Enforcement strain,active,17,0.531,Medium,Yes
Portugal,PRT,Europe,Southern Europe,2014,38.4,Medium,Watch,0.317,Enforcement strain,active,17,0.531,Medium,Yes
Portugal,PRT,Europe,Southern Europe,2015,37.1,Medium,Watch,0.22,Enforcement strain,active,17,0.531,Medium,Yes
Portugal,PRT,Europe,Southern Europe,2016,35.8,Medium,Watch,0.154,Enforcement strain,active,20,0.625,Medium,Yes
Portugal,PRT,Europe,Southern Europe,2017,33.7,Low,Stabilizing,0.014,Baseline,latent,18,0.562,Medium,Yes
Portugal,PRT,Europe,Southern Europe,2018,32.5,Low,Stabilizing,0.0,Baseline,latent,24,0.75,High,Yes
Portugal,PRT,Europe,Southern Europe,2019,32.1,Low,Stabilizing,0.0,Recovery window,recovery,25,0.781,High,Yes
Portugal,PRT,Europe,Southern Europe,2020,31.6,Low,Stabilizing,0.0,Recovery window,recovery,24,0.75,High,Yes
Portugal,PRT,Europe,Southern Europe,2021,31.7,Low,Stabilizing,0.0,Recovery window,recovery,21,0.656,Medium,Yes
Portugal,PRT,Europe,Southern Europe,2022,30.8,Low,Stabilizing,0.0,Recovery window,recovery,23,0.719,High,Yes
Portugal,PRT,Europe,Southern Europe,2023,30.9,Low,Stabilizing,0.0,Recovery window,recovery,22,0.688,High,Yes
Portugal,PRT,Europe,Southern Europe,2024,30.7,Low,Stabilizing,0.0,Baseline,latent,22,0.688,High,Yes
Slovenia,SVN,Europe,Southern Europe,1990,32.4,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,1991,32.6,Low,Stabilizing,0.0,Baseline,latent,13,0.406,Low,Yes
Slovenia,SVN,Europe,Southern Europe,1992,32.1,Low,Stabilizing,0.0,Baseline,latent,14,0.438,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,1993,32.4,Low,Stabilizing,0.0,Baseline,latent,12,0.375,Low,Yes
Slovenia,SVN,Europe,Southern Europe,1994,31.9,Low,Stabilizing,0.0,Baseline,latent,13,0.406,Low,Yes
Slovenia,SVN,Europe,Southern Europe,1995,31.7,Low,Stabilizing,0.0,Baseline,latent,14,0.438,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,1996,31.4,Low,Stabilizing,0.0,Baseline,latent,15,0.469,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,1997,31.0,Low,Stabilizing,0.0,Baseline,latent,17,0.531,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,1998,30.7,Low,Stabilizing,0.0,Baseline,latent,17,0.531,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,1999,31.2,Low,Stabilizing,0.0,Baseline,latent,15,0.469,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,2000,30.2,Low,Stabilizing,0.0,Baseline,latent,19,0.594,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,2001,30.2,Low,Stabilizing,0.0,Baseline,latent,18,0.562,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,2002,30.4,Low,Stabilizing,0.0,Baseline,latent,15,0.469,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,2003,30.2,Low,Stabilizing,0.0,Baseline,latent,17,0.531,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,2004,29.9,Low,Stabilizing,0.0,Baseline,latent,18,0.562,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,2005,30.0,Low,Stabilizing,0.0,Baseline,latent,14,0.438,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,2006,29.0,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,2007,29.4,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,2008,29.5,Low,Stabilizing,0.0,Baseline,latent,18,0.562,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,2009,28.4,Low,Stabilizing,0.0,Baseline,latent,22,0.688,High,Yes
Slovenia,SVN,Europe,Southern Europe,2010,28.5,Low,Stabilizing,0.0,Baseline,latent,21,0.656,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,2011,29.0,Low,Stabilizing,0.0,Baseline,latent,18,0.562,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,2012,31.1,Low,Stabilizing,0.136,Fiscal shock,build,19,0.594,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,2013,32.0,Low,Stabilizing,0.2,Fiscal shock,active,20,0.625,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,2014,33.2,Low,Stabilizing,0.264,Fiscal shock,active,20,0.625,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,2015,35.1,Medium,Watch,0.312,Fiscal shock,active,13,0.406,Low,Yes
Slovenia,SVN,Europe,Southern Europe,2016,35.3,Medium,Watch,0.33,Fiscal shock,active,18,0.562,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,2017,35.4,Medium,Watch,0.312,Fiscal shock,active,19,0.594,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,2018,34.9,Low,Stabilizing,0.264,Fiscal shock,active,20,0.625,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,2019,33.8,Low,Stabilizing,0.2,Fiscal shock,active,22,0.688,High,Yes
Slovenia,SVN,Europe,Southern Europe,2020,33.2,Low,Stabilizing,0.136,Fiscal shock,build,18,0.562,Medium,Yes
Slovenia,SVN,Europe,Southern Europe,2021,29.8,Low,Stabilizing,0.0,Baseline,latent,27,0.844,High,Yes
Slovenia,SVN,Europe,Southern Europe,2022,29.6,Low,Stabilizing,0.0,Baseline,latent,22,0.688,High,Yes
Slovenia,SVN,Europe,Southern Europe,2023,29.0,Low,Stabilizing,0.0,Baseline,latent,22,0.688,High,Yes
Slovenia,SVN,Europe,Southern Europe,2024,28.8,Low,Stabilizing,0.0,Baseline,latent,20,0.625,Medium,Yes
Spain,ESP,Europe,Southern Europe,1990,29.3,Low,Stabilizing,0.0,Baseline,latent,13,0.406,Low,Yes
Spain,ESP,Europe,Southern Europe,1991,29.0,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Spain,ESP,Europe,Southern Europe,1992,29.5,Low,Stabilizing,0.0,Baseline,latent,12,0.375,Low,Yes
Spain,ESP,Europe,Southern Europe,1993,28.6,Low,Stabilizing,0.0,Baseline,latent,17,0.531,Medium,Yes
Spain,ESP,Europe,Southern Europe,1994,28.8,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Spain,ESP,Europe,Southern Europe,1995,28.7,Low,Stabilizing,0.0,Baseline,latent,16,0.5,Medium,Yes
Spain,ESP,Europe,Southern Europe,1996,28.5,Low,Stabilizing,0.0,Baseline,latent,17,0.531,Medium,Yes
Spain,ESP,Europe,Southern Europe,1997,28.9,Low,Stabilizing,0.0,Baseline,latent,15,0.469,Medium,Yes
Spain,ESP,Europe,Southern Europe,1998,29.1,Low,Stabilizing,0.0,Baseline,latent,13,0.406,Low,Yes
Spain,ESP,Europe,Southern Europe,1999,30.2,Low,Stabilizing,0.099,Institutional transition,build,15,0.469,Medium,Yes
